
xB     Q2     -t     phi    sig              stat-err        sys-err
0.275  2.417  0.153  232.7  -0.0254531       0.0101929       0.0135037
0.275  2.416  0.153  247.7  -0.0152187       0.0074093       0.00719848
0.275  2.415  0.153  262.8  -0.0304235       0.00834138      0.0043071
0.275  2.414  0.154  277.8  -0.0270719       0.0108431       0.00355474
0.274  2.414  0.154  292.8  -0.0474368       0.0146312       0.0118896
0.274  2.414  0.154  307.8  -0.056588        0.0138925       0.00625867
0.274  2.415  0.155  322.8  -0.0666343       0.016108        0.00602161
0.274  2.402  0.154  337.6  -0.0141016       0.0188797       0.00774123
0.275  2.387  0.154  352.5  -0.0570107       0.0229426       0.00553252
0.275  2.328  0.203  7.6    0.118401         0.0401116       0.0133511
0.275  2.365  0.204  22.6   0.0331531        0.0261838       0.00751246
0.275  2.406  0.204  37.4   0.0769067        0.0169066       0.00694935
0.274  2.415  0.204  52.1   0.108173         0.0141587       0.00927003
0.275  2.414  0.204  67.1   0.0150562        0.0124397       0.00916804
0.275  2.414  0.204  82.1   0.0634371        0.0128204       0.00506369
0.275  2.414  0.203  97.2   0.024093         0.00746726      0.00281856
0.275  2.415  0.203  112.2  0.0265026        0.0061025       0.00371439
0.275  2.416  0.203  127.3  0.00940657       0.00846982      0.00213798
0.275  2.418  0.203  172.5  -0.00167762      0.00620718      0.00428145
0.275  2.418  0.203  202.6  -0.0188309       0.00883091      0.00187718
0.275  2.417  0.203  217.7  -0.00707466      0.0092093       0.00265426
0.275  2.416  0.203  232.7  -0.0209999       0.00780372      0.00452023
0.275  2.415  0.203  247.8  -0.0215691       0.00915558      0.00410546
0.275  2.414  0.203  262.8  -0.0284345       0.00954352      0.00320472
0.275  2.414  0.204  277.9  -0.0346475       0.0124409       0.0060701
0.275  2.414  0.204  292.9  0.00470718       0.0109485       0.00524703
0.274  2.415  0.204  307.9  -0.0591752       0.013981        0.00819346
0.275  2.406  0.204  322.6  -0.0255367       0.0159884       0.00582866
0.275  2.365  0.204  337.4  -0.0382807       0.0214336       0.0108024
0.275  2.328  0.203  352.4  -0.0410046       0.0333544       0.0251622
0.275  2.316  0.262  22.7   0.0512998        0.0276565       0.00879203
0.275  2.392  0.263  37.5   0.0244392        0.0135919       0.00348021
0.275  2.414  0.263  51.9   0.0555994        0.0072011       0.0050647
0.275  2.413  0.263  67     0.0379879        0.00759299      0.00419931
0.275  2.413  0.262  82.1   0.0405485        0.00875153      0.00358165
0.275  2.414  0.262  97.2   0.0227293        0.00598159      0.003267
0.275  2.415  0.262  112.2  0.0143701        0.00452607      0.00248434
0.275  2.415  0.262  127.3  0.0218114        0.00630208      0.00168128
0.275  2.416  0.262  142.3  0.0123515        0.0053508       0.00223214
0.275  2.417  0.262  157.4  0.00829118       0.00378917      0.00180604
0.275  2.417  0.262  172.5  0.0082262        0.00510987      0.00313338
0.275  2.417  0.262  187.5  0.0155805        0.00501096      0.00148463
0.275  2.417  0.262  202.6  -0.00933         0.0048086       0.00146073
0.275  2.416  0.262  217.7  -0.00306313      0.00334383      0.00118966
0.275  2.415  0.262  232.7  -0.017545        0.006059        0.0034937
0.275  2.415  0.262  247.8  -0.0225582       0.00681302      0.00392432
0.275  2.414  0.262  262.8  -0.0245797       0.00752087      0.00207674
0.275  2.413  0.262  277.9  -0.0294614       0.00596056      0.0019426
0.275  2.413  0.263  293    -0.0317962       0.00770423      0.00435113
0.275  2.414  0.263  308.1  -0.0376009       0.011843        0.00402676
0.275  2.392  0.263  322.5  -0.0701275       0.0129826       0.00596297
0.275  2.316  0.262  337.3  -0.0548793       0.0221079       0.0254
0.275  2.376  0.342  37.7   0.0573338        0.011845        0.00470963
0.275  2.412  0.342  51.8   0.0569461        0.00728473      0.00454788
0.275  2.411  0.341  67     0.011937         0.00464648      0.00252896
0.275  2.412  0.341  82     0.0195608        0.00919017      0.00575142
0.275  2.413  0.341  97.1   0.0197007        0.00336442      0.00191122
0.275  2.414  0.341  112.2  0.0184181        0.0035835       0.00177804
0.275  2.415  0.341  127.3  0.00309268       0.00288401      0.000489993
0.275  2.416  0.341  142.3  -0.00420606      0.00597956      0.00269082
0.275  2.416  0.34   157.4  -0.00250629      0.00401999      0.00238279
0.275  2.417  0.34   172.5  0.00347435       0.0040316       0.002387
0.275  2.417  0.34   187.5  0.00510716       0.00770677      0.00787514
0.275  2.416  0.34   202.6  -0.00502261      0.00514331      0.00520429
0.275  2.416  0.341  217.7  -0.00396827      0.00383003      0.00180322
0.275  2.415  0.341  232.7  -0.0118241       0.00441133      0.00323631
0.275  2.414  0.341  247.8  -0.0115875       0.0039981       0.00216312
0.275  2.413  0.341  262.9  -0.02202         0.00491503      0.00307104
0.275  2.412  0.341  278    -0.0148234       0.00425651      0.00238257
0.275  2.411  0.341  293    -0.0466091       0.00690249      0.00498268
0.275  2.412  0.342  308.2  -0.0404788       0.0074353       0.00429454
0.275  2.376  0.342  322.3  -0.0196702       0.0103973       0.00972267
0.275  2.368  0.45   37.6   0.0302077        0.00698199      0.00223168
0.275  2.408  0.448  51.8   0.00724905       0.00344272      0.00204904
0.275  2.409  0.448  66.9   0.00481632       0.00356239      0.0011836
0.275  2.41   0.448  82     0.0144007        0.0046614       0.00125786
0.275  2.411  0.447  97.1   0.00183723       0.00366912      0.00146872
0.275  2.413  0.447  112.2  0.00273217       0.00264991      0.00109731
0.275  2.414  0.447  127.3  0.00267672       0.00277475      0.00118258
0.275  2.415  0.447  142.3  0.000879224      0.00162653      0.000635691
0.275  2.416  0.447  157.4  0.000880797      0.00200487      0.00155263
0.275  2.416  0.447  172.5  0.00704637       0.00494115      0.000442569
0.275  2.416  0.447  187.5  0.0077441        0.00294992      0.00115896
0.275  2.416  0.447  202.6  0.0073491        0.00725562      0.00250066
0.275  2.415  0.447  217.7  0.00173571       0.00264636      0.00111466
0.275  2.414  0.447  232.7  -0.00689363      0.00262721      0.000957783
0.275  2.413  0.447  247.8  -0.00875382      0.00300343      0.00155213
0.275  2.411  0.447  262.9  -0.00369839      0.00236098      0.00117813
0.275  2.41   0.448  278    -0.0180985       0.00360761      0.00143876
0.275  2.409  0.448  293.1  -0.0100019       0.00405108      0.000841139
0.275  2.408  0.448  308.2  -0.0248097       0.00431001      0.0024391
0.275  2.368  0.45   322.4  -0.0391226       0.00899001      0.0410518
0.275  2.383  0.609  37     0.0117956        0.00443228      0.00171407
0.275  2.403  0.606  51.7   0.0100786        0.00257148      0.00107891
0.275  2.405  0.606  66.9   0.00575198       0.00254898      0.000621178
0.275  2.408  0.605  82     0.00640756       0.00232434      0.00105748
0.275  2.41   0.605  97.1   0.00322561       0.00231466      0.00129584
0.275  2.412  0.605  112.2  0.00405004       0.00177165      0.000462204
0.275  2.413  0.605  127.2  0.000901574      0.00131227      0.000633327
0.275  2.414  0.605  142.3  0.00396997       0.0032313       0.00116805
0.275  2.416  0.604  172.5  0.00149117       0.00119707      .0000869496
0.275  2.414  0.605  217.7  -0.0020589       0.00277606      0.000923357
0.275  2.413  0.605  232.8  -0.000654903     0.00258678      0.000695359
0.275  2.412  0.605  247.8  -0.00255683      0.00150184      0.00062575
0.275  2.41   0.605  262.9  -0.00468589      0.00220947      0.000443904
0.275  2.408  0.605  278    -0.0043957       0.00171662      0.000391898
0.275  2.405  0.606  293.1  -0.00222434      0.00201239      0.000688932
0.275  2.403  0.606  308.3  -0.0180665       0.00311934      0.00189942
0.275  2.383  0.609  323    -0.0109842       0.00481288      0.230487
0.275  2.389  0.866  36.5   0.00757321       0.00159683      0.00047696
0.275  2.396  0.868  51.7   0.00500619       0.00126557      0.000536722
0.275  2.401  0.868  66.8   0.000446962      0.000872088     0.000411435
0.275  2.406  0.868  82     0.000447756      0.000905156     0.000308996
0.275  2.409  0.868  97.1   0.00172692       0.00129038      0.000303945
0.275  2.411  0.867  112.2  0.000985888      0.000772809     0.000646129
0.275  2.413  0.867  127.3  -0.00294533      0.00348861      0.000171741
0.275  2.413  0.867  232.7  -0.00104321      0.00246303      0.000966704
0.275  2.411  0.867  247.8  0.00105953       0.000716523     0.000167668
0.275  2.406  0.868  278    -0.00101247      0.00090782      0.000202559
0.275  2.401  0.868  293.2  -0.00336804      0.00103034      0.000489047
0.275  2.396  0.868  308.3  -0.00214581      0.00139046      0.0011502
0.275  2.389  0.866  323.5  -0.00314812      0.00154423      0.00151531
0.275  2.371  1.431  7.6    -0.00081751      0.000904714     0.000233854
0.275  2.366  1.365  21.7   0.000773521      0.000741112     0.000157699
0.275  2.379  1.379  36.6   0.000342891      0.00035979      0.000125491
0.275  2.39   1.386  51.7   -0.000924616     0.00036543      0.000149699
0.275  2.397  1.388  66.9   0.00116703       0.000411787     0.000161317
0.276  2.403  1.389  82     0.000359316      0.000682794     0.000235718
0.276  2.409  1.389  97.1   0.0014152        0.000980546     0.0000825197
0.276  2.413  1.386  187.7  0.000381365      0.000339456     0.0000222372
0.274  2.416  1.386  217.6  -0.0027269       0.00297991      0.000159004
0.276  2.409  1.389  262.9  -0.00123588      0.00252021      0.000232901
0.276  2.403  1.389  278    -0.000916967     0.000824075     0.00017024
0.275  2.397  1.388  293.1  0.0000696694     0.000470099     0.000243722
0.275  2.39   1.386  308.3  -0.00013406      0.00047988      0.000168412
0.275  2.379  1.379  323.4  -0.000283991     0.000494335     0.000222268
0.275  2.366  1.365  338.3  -0.000181329     0.000491165     0.000215914
0.275  2.371  1.431  352.4  0.000397219      0.000863501     0.00319731
0.301  2.143  0.118  7.5    -0.0119448       0.0112711       0.0310084
0.301  2.143  0.118  22.4   0.0498265        0.0201712       0.0261643
0.301  2.144  0.118  37.4   0.0215888        0.0120778       0.00528483
0.301  2.145  0.118  52.4   0.0273645        0.0204589       0.00399235
0.301  2.145  0.118  67.4   -0.00583935      0.0131381       0.0122398
0.301  2.146  0.118  82.3   -0.0545097       0.0294187       0.00317843
0.301  2.145  0.118  307.6  -0.0352215       0.0137883       0.0134121
0.301  2.144  0.118  322.6  -0.012972        0.0142024       0.0100333
0.301  2.143  0.118  337.6  -0.0562167       0.016949        0.0151445
0.304  2.159  0.156  7.5    0.0280609        0.0140348       0.0119143
0.304  2.16   0.155  22.4   0.0583703        0.0106305       0.0104005
0.304  2.16   0.155  37.3   0.0433436        0.0113374       0.00374128
0.304  2.161  0.155  52.3   0.0337416        0.0071715       0.00246402
0.304  2.162  0.154  67.2   0.0210774        0.00590727      0.00596064
0.304  2.164  0.154  82.2   0.0157163        0.00725011      0.00256398
0.304  2.165  0.154  97.3   0.0209559        0.0110766       0.00755664
0.304  2.166  0.153  112.3  0.0415266        0.0148749       0.00243667
0.305  2.167  0.153  127.3  0.0126917        0.0140023       0.000740044
0.304  2.166  0.153  247.7  -0.0329119       0.013384        0.00216342
0.304  2.165  0.154  262.7  -0.00646061      0.00625118      0.00392469
0.304  2.164  0.154  277.8  -0.01412         0.00740699      0.00358949
0.304  2.162  0.154  292.8  -0.0427093       0.00978835      0.0257257
0.304  2.161  0.155  307.7  -0.0287475       0.00851626      0.00816293
0.304  2.16   0.155  322.7  -0.0265655       0.0128136       0.00726133
0.304  2.16   0.155  337.6  -0.0079869       0.00898043      0.00301451
0.304  2.159  0.156  352.5  -0.0173483       0.0121698       0.00870467
0.304  2.161  0.205  7.4    0.0167105        0.0142538       0.00211384
0.304  2.162  0.205  22.3   0.0356326        0.0122386       0.00498056
0.304  2.162  0.205  37.2   0.0260479        0.0101079       0.00211198
0.304  2.163  0.204  52.2   0.0151384        0.00755194      0.00228638
0.304  2.164  0.204  67.2   0.0218096        0.00862998      0.00190444
0.304  2.165  0.204  82.2   0.0297335        0.00981641      0.00394644
0.304  2.166  0.204  97.2   0.00642903       0.00504291      0.00448021
0.305  2.167  0.203  112.2  0.0228734        0.00769451      0.00242593
0.305  2.168  0.203  127.3  0.0228547        0.00973058      0.00319822
0.305  2.169  0.203  142.3  0.0158078        0.010087        0.00968307
0.305  2.169  0.203  157.4  -0.068607        0.0577103       0.0276456
0.305  2.169  0.203  217.7  0.0036139        0.00540172      0.00397339
0.305  2.168  0.203  232.7  -0.00277901      0.00689951      0.00266653
0.305  2.167  0.203  247.8  -0.025217        0.0125355       0.0153256
0.304  2.166  0.204  262.8  -0.0245333       0.00745435      0.0027448
0.304  2.165  0.204  277.8  -0.0402512       0.00789494      0.00293941
0.304  2.164  0.204  292.8  -0.0137071       0.0117447       0.0059291
0.304  2.163  0.204  307.8  -0.0293051       0.0131605       0.00773665
0.304  2.162  0.205  322.8  -0.0394562       0.0109362       0.00842138
0.304  2.162  0.205  337.7  -0.0442539       0.0100178       0.00310781
0.304  2.161  0.205  352.6  -0.0028713       0.0113003       0.002944
0.304  2.162  0.265  7.4    0.00346042       0.00978352      0.00842737
0.304  2.162  0.264  22.2   0.0268478        0.0106557       0.00307662
0.304  2.162  0.264  37.1   0.0212781        0.00782762      0.0060206
0.304  2.163  0.263  52.1   0.0377244        0.00624573      0.00335875
0.304  2.164  0.263  67.1   0.0132638        0.00565914      0.00163311
0.304  2.165  0.263  82.1   0.0226628        0.00517109      0.00531868
0.305  2.166  0.262  97.2   0.011003         0.00343439      0.00273652
0.305  2.167  0.262  112.2  0.0166775        0.00773424      0.00335762
0.305  2.168  0.262  127.3  0.00273776       0.00468334      0.000462187
0.305  2.169  0.262  142.3  0.00769631       0.00622819      0.0128213
0.305  2.169  0.262  217.7  -0.00983558      0.0139203       0.00342043
0.305  2.168  0.262  232.7  0.0222803        0.0101463       0.00565805
0.305  2.167  0.262  247.8  0.00263882       0.00502049      0.00147346
0.305  2.166  0.262  262.8  -0.0327902       0.00582623      0.00296151
0.304  2.165  0.263  277.9  -0.0234385       0.00512954      0.00425231
0.304  2.164  0.263  292.9  -0.0405633       0.00975447      0.00375229
0.304  2.163  0.263  307.9  -0.028567        0.00839966      0.00293128
0.304  2.162  0.264  322.9  -0.0214613       0.00613601      0.00231002
0.304  2.162  0.264  337.8  -0.0222602       0.00768242      0.00345208
0.304  2.162  0.265  352.6  0.000593752      0.00798436      0.00317027
0.304  2.163  0.345  7.3    0.0288589        0.00789104      0.0020226
0.304  2.162  0.344  22     0.0178337        0.00899523      0.00134974
0.304  2.162  0.343  37     0.0279471        0.00576624      0.00190212
0.304  2.163  0.342  52     0.0300256        0.00504641      0.00372787
0.304  2.164  0.342  67     0.0246954        0.00464406      0.00375499
0.305  2.165  0.341  82.1   0.0260445        0.00490887      0.002108
0.305  2.166  0.341  97.1   0.0169353        0.00441157      0.00312099
0.305  2.167  0.341  112.2  -0.00403479      0.00916031      0.000235267
0.305  2.167  0.341  247.8  -0.0124265       0.00828541      0.00135159
0.305  2.166  0.341  262.9  -0.00904785      0.00502401      0.00144941
